,2QP2A,2QQHA,3NSJA,3OJYB,5J67A,5OUPA,6CXOA,4OEJA,2BK2A
Cry32Pa1,0.20869565217391303,0.46153846153846156,0.5,0.46153846153846156,0.21739130434782608,0.27906976744186046,0.375,0.21153846153846154,0.38461538461538464
Cry32Qa1,0.25,0.34782608695652173,0.38461538461538464,0.28169014084507044,0.25,0.2619047619047619,0.6153846153846154,0.35714285714285715,0.7272727272727273
Cry32Ra1,0.29545454545454547,0.2972972972972973,0.46153846153846156,0.24390243902439024,0.2815533980582524,0.2857142857142857,0.25806451612903225,0.44,0.7272727272727273
Cry32Sa1,0.28125,0.5555555555555556,0.5,-10000000.0,0.27906976744186046,0.21951219512195122,0.38461538461538464,0.21818181818181817,-10000000.0
Cry32Ta1,0.26666666666666666,-10000000.0,0.22105263157894736,0.2033898305084746,0.15384615384615385,0.275,0.3888888888888889,0.42857142857142855,0.2903225806451613
Cry32Ua1,0.2727272727272727,0.2682926829268293,0.42857142857142855,0.2916666666666667,0.2916666666666667,0.3333333333333333,0.36666666666666664,0.3333333333333333,0.2391304347826087
Cry32Va1,0.29545454545454547,0.2545454545454545,0.3684210526315789,0.30434782608695654,0.35294117647058826,0.2619047619047619,0.38095238095238093,0.3333333333333333,0.37037037037037035
Cry39Aa1,0.2777777777777778,0.5,0.3076923076923077,0.32608695652173914,0.42857142857142855,0.28125,0.47619047619047616,0.34782608695652173,0.20588235294117646
Cry3Aa1,0.2631578947368421,0.3888888888888889,0.27586206896551724,0.2857142857142857,0.4166666666666667,0.2916666666666667,0.19047619047619047,0.24285714285714285,0.35714285714285715
Cry3Aa10,0.2631578947368421,0.3888888888888889,0.27586206896551724,0.2857142857142857,0.4166666666666667,0.2916666666666667,0.19047619047619047,0.24285714285714285,0.35714285714285715
Cry3Aa11,0.26785714285714285,0.3888888888888889,0.2,0.2857142857142857,0.2465753424657534,0.2916666666666667,0.19047619047619047,0.24285714285714285,0.35714285714285715
Cry3Aa12,0.2631578947368421,0.3888888888888889,0.27586206896551724,0.2857142857142857,0.4166666666666667,0.2916666666666667,0.19047619047619047,0.24285714285714285,0.35714285714285715
Cry3Aa2,0.2631578947368421,0.3888888888888889,0.27586206896551724,0.2857142857142857,0.4166666666666667,0.2916666666666667,0.19047619047619047,0.24285714285714285,0.35714285714285715
Cry3Aa3,0.2631578947368421,0.3888888888888889,0.27586206896551724,0.2857142857142857,0.4166666666666667,0.2916666666666667,0.19047619047619047,0.24285714285714285,0.35714285714285715
Cry3Aa4,0.2631578947368421,0.3888888888888889,0.27586206896551724,0.2857142857142857,0.4166666666666667,0.2916666666666667,0.19047619047619047,0.24285714285714285,0.35714285714285715
Cry3Aa5,0.2631578947368421,0.3888888888888889,0.27586206896551724,0.2857142857142857,0.4166666666666667,0.2916666666666667,0.19047619047619047,0.24285714285714285,0.35714285714285715
Cry3Aa6,0.2631578947368421,0.3888888888888889,0.27586206896551724,0.2857142857142857,0.4166666666666667,0.2916666666666667,0.19047619047619047,0.24285714285714285,0.35714285714285715
Cry3Aa7,0.2631578947368421,0.3888888888888889,0.27586206896551724,0.2857142857142857,0.4166666666666667,0.2916666666666667,0.19047619047619047,0.24285714285714285,0.35714285714285715
Cry3Aa8,0.2631578947368421,0.3888888888888889,0.27586206896551724,0.20833333333333334,0.2465753424657534,0.2916666666666667,0.19047619047619047,0.23300970873786409,0.35714285714285715
Cry3Aa9,0.2631578947368421,0.3888888888888889,0.18421052631578946,0.1951219512195122,0.2465753424657534,0.2916666666666667,-10000000.0,0.3181818181818182,0.42857142857142855
Cry3Ba1,0.3333333333333333,0.20930232558139536,0.23684210526315788,0.35,0.2962962962962963,0.2857142857142857,0.22058823529411764,0.3684210526315789,0.625
Cry3Ba2,0.3333333333333333,0.20930232558139536,0.23684210526315788,0.35,0.2962962962962963,0.3076923076923077,0.22058823529411764,0.3684210526315789,0.625
Cry3Ba3,0.45,-10000000.0,0.23684210526315788,0.35,0.2962962962962963,0.3076923076923077,0.23529411764705882,0.32,0.32142857142857145
Cry3Bb1,0.38095238095238093,0.3389830508474576,0.23684210526315788,0.35,0.2962962962962963,0.3076923076923077,0.28125,0.3684210526315789,0.625
Cry3Bb2,0.3333333333333333,-10000000.0,0.23684210526315788,0.35,0.2962962962962963,0.3076923076923077,0.23529411764705882,0.3684210526315789,0.625
Cry3Bb3,0.4,-10000000.0,0.23684210526315788,0.2777777777777778,0.2962962962962963,0.5,0.28125,0.30357142857142855,0.625
Cry3Ca1,0.5333333333333333,0.4666666666666667,0.16666666666666666,0.3076923076923077,0.2602739726027397,0.4,0.35714285714285715,0.3548387096774194,0.3870967741935484
Cry40Aa1,0.275,0.5384615384615384,0.3055555555555556,0.3333333333333333,0.3870967741935484,0.3125,0.42857142857142855,0.2028985507246377,0.3
Cry40Ba1,0.39285714285714285,0.4444444444444444,0.2857142857142857,0.2857142857142857,0.38095238095238093,0.27586206896551724,0.5,0.32432432432432434,0.3548387096774194
Cry40Ca1,0.34615384615384615,0.4375,0.3448275862068966,0.6363636363636364,0.4375,0.375,0.4444444444444444,0.23809523809523808,0.35294117647058826
Cry40Da1,1.0,0.47368421052631576,0.5555555555555556,-10000000.0,0.3142857142857143,0.42105263157894735,0.4,0.28125,0.2631578947368421
Cry41Aa1,0.42857142857142855,0.38095238095238093,0.30303030303030304,0.2727272727272727,0.3076923076923077,0.27586206896551724,0.2608695652173913,0.23529411764705882,0.3055555555555556
Cry41Ab1,0.42857142857142855,0.5,0.36363636363636365,0.25,0.3076923076923077,0.27586206896551724,0.28888888888888886,0.3333333333333333,0.3055555555555556
Cry41Ba1,0.4,0.6666666666666666,0.75,0.37037037037037035,0.23376623376623376,0.35294117647058826,0.2549019607843137,0.3225806451612903,0.21052631578947367
Cry41Ba2,0.4,0.6666666666666666,0.75,0.37037037037037035,0.23376623376623376,0.35294117647058826,0.2549019607843137,0.3225806451612903,0.21052631578947367
Cry41Ca1,0.3076923076923077,0.23076923076923078,0.26666666666666666,0.3,0.22916666666666666,0.3548387096774194,0.2413793103448276,0.2345679012345679,0.2692307692307692
Cry42Aa1,0.24528301886792453,0.2608695652173913,0.46153846153846156,0.6,0.34615384615384615,0.2916666666666667,0.4117647058823529,0.46153846153846156,0.273972602739726
Cry43Aa1,0.32,0.20270270270270271,0.20512820512820512,0.3125,0.23404255319148937,0.4666666666666667,0.23076923076923078,0.34210526315789475,0.4375
Cry43Aa2,0.5,0.1891891891891892,0.23529411764705882,0.35294117647058826,0.23404255319148937,0.4666666666666667,0.23076923076923078,0.34210526315789475,0.4375
Cry43Ba1,0.24210526315789474,0.5238095238095238,0.46153846153846156,0.35294117647058826,0.3333333333333333,0.4666666666666667,0.5454545454545454,0.29310344827586204,0.7272727272727273
Cry43Ca1,0.27586206896551724,0.6,0.3333333333333333,0.4117647058823529,0.7,0.2777777777777778,0.3,0.5833333333333334,0.4375
Cry43Cb1,0.3076923076923077,0.6,0.21875,0.4666666666666667,0.2558139534883721,0.2972972972972973,0.3,0.2459016393442623,0.4
Cry43Cc1,0.3076923076923077,0.6,0.26262626262626265,0.47058823529411764,0.2727272727272727,0.2972972972972973,0.3333333333333333,0.5833333333333334,0.4375
