,2QP2A,2QQHA,3NSJA,3OJYB,5J67A,5OUPA,6CXOA,4OEJA,2BK2A
Cry5Ba2,0.23076923076923078,-10000000.0,0.3684210526315789,0.3235294117647059,0.34615384615384615,0.2857142857142857,0.22727272727272727,0.3684210526315789,0.3181818181818182
Cry5Ba3,0.4444444444444444,-10000000.0,0.4117647058823529,0.34375,0.34615384615384615,0.2857142857142857,0.22727272727272727,0.3684210526315789,0.3181818181818182
Cry5Ca1,0.75,0.45454545454545453,0.34375,0.23076923076923078,0.2777777777777778,0.2465753424657534,0.23333333333333334,0.5263157894736842,0.32432432432432434
Cry5Ca2,0.75,0.45454545454545453,0.34375,0.23076923076923078,0.2777777777777778,0.2465753424657534,0.23333333333333334,0.5263157894736842,0.32432432432432434
Cry5Da1,0.47058823529411764,-10000000.0,0.2807017543859649,0.5,0.26666666666666666,0.42105263157894735,0.3,0.2727272727272727,0.2978723404255319
Cry5Da2,0.47058823529411764,-10000000.0,0.2807017543859649,0.5,0.26666666666666666,0.42105263157894735,0.3,0.2727272727272727,0.2978723404255319
Cry5Ea1,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.23255813953488372,0.3333333333333333,0.4375,0.21739130434782608,0.47368421052631576
Cry5Ea2,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.23255813953488372,0.3333333333333333,0.4375,0.21739130434782608,0.47368421052631576
Cry61Aa1,0.2916666666666667,0.30303030303030304,0.20408163265306123,0.3,0.7,0.8333333333333334,0.6,0.4117647058823529,0.5
Cry61Aa2,0.2916666666666667,0.3548387096774194,0.20408163265306123,0.3,0.7,0.8333333333333334,0.6,0.20408163265306123,0.5
Cry61Aa3,0.2916666666666667,0.3548387096774194,0.20408163265306123,0.3,0.7,0.8333333333333334,0.6,0.20408163265306123,0.5
Cry62Aa1,0.35714285714285715,0.46153846153846156,0.75,0.4666666666666667,0.2857142857142857,0.5714285714285714,0.3333333333333333,1.0,0.2549019607843137
Cry63Aa1,0.24528301886792453,0.28205128205128205,0.3157894736842105,0.3333333333333333,0.34615384615384615,0.3157894736842105,0.5263157894736842,0.23214285714285715,0.30666666666666664
Cry65Aa1,0.25862068965517243,0.24,0.25,0.25862068965517243,0.275,0.625,0.3409090909090909,0.5,0.28
Cry65Aa2,0.25862068965517243,0.24,0.25,0.25862068965517243,0.275,0.625,0.3409090909090909,0.5,0.28
Cry66Aa1,0.4230769230769231,-10000000.0,0.3333333333333333,0.29850746268656714,0.25,0.391304347826087,0.38095238095238093,0.8333333333333334,0.7272727272727273
Cry66Aa2,0.4230769230769231,-10000000.0,0.3333333333333333,0.29850746268656714,0.25,0.391304347826087,0.38095238095238093,0.8333333333333334,0.7272727272727273
Cry67Aa1,0.2826086956521739,0.2564102564102564,0.45,0.41935483870967744,0.5454545454545454,0.3333333333333333,0.5,0.3548387096774194,0.3333333333333333
Cry67Aa2,0.2826086956521739,0.2564102564102564,0.45,0.41935483870967744,0.5454545454545454,0.3333333333333333,0.5,0.3548387096774194,0.3333333333333333
Cry68Aa1,0.5,0.2692307692307692,0.27419354838709675,0.27419354838709675,0.23529411764705882,0.46153846153846156,0.4074074074074074,0.2318840579710145,0.2631578947368421
Cry69Aa1,0.4444444444444444,0.32,0.3142857142857143,0.3333333333333333,0.27450980392156865,0.5454545454545454,0.20212765957446807,0.34782608695652173,0.5454545454545454
Cry69Aa2,0.4444444444444444,0.32,0.3142857142857143,0.3333333333333333,0.27450980392156865,0.5454545454545454,0.20212765957446807,0.34782608695652173,0.5454545454545454
Cry69Ab1,0.4375,0.3125,0.21428571428571427,0.3888888888888889,0.275,0.5454545454545454,0.5384615384615384,0.391304347826087,0.42857142857142855
Cry70Aa1,0.2765957446808511,0.5454545454545454,0.75,0.20588235294117646,0.5,0.3142857142857143,0.2413793103448276,0.2972972972972973,0.3333333333333333
Cry70Ba1,0.23529411764705882,0.26666666666666666,0.20786516853932585,0.3333333333333333,0.19883040935672514,0.2716049382716049,0.5,0.3076923076923077,0.25806451612903225
Cry70Bb1,0.5454545454545454,0.26666666666666666,0.1977401129943503,0.2857142857142857,0.5,0.24691358024691357,0.35,0.3076923076923077,0.26582278481012656
Cry71Aa1,0.2545454545454545,0.5384615384615384,0.25925925925925924,0.3333333333333333,0.2857142857142857,0.24,-10000000.0,0.3888888888888889,0.2962962962962963
Cry72Aa1,0.45,0.3125,0.24,0.35,0.24358974358974358,0.2916666666666667,0.2857142857142857,0.5,0.3125
Cry72Aa2,0.25,0.3333333333333333,0.24,0.35,0.2857142857142857,0.2916666666666667,0.2857142857142857,0.5,0.3125
Cry73Aa1,0.5,0.36363636363636365,0.2222222222222222,0.3333333333333333,0.36,0.32142857142857145,0.4,0.625,0.8333333333333334
Cry73Ba1,0.5555555555555556,0.29310344827586204,0.34375,0.3333333333333333,0.21153846153846154,0.46153846153846156,0.4444444444444444,0.42857142857142855,0.32
Cry73Ba2,0.5555555555555556,0.29310344827586204,0.34375,0.3333333333333333,0.21153846153846154,0.46153846153846156,0.4444444444444444,0.42857142857142855,0.32
Cry7Aa1,0.47058823529411764,0.3,0.3684210526315789,-10000000.0,0.28846153846153844,0.5,0.3142857142857143,0.3888888888888889,0.23529411764705882
