,2XH6A,2ZOEA,3WINE,4MJTA
Cry10Aa1,0.4,0.34615384615384615,0.2826086956521739,0.4117647058823529
Cry10Aa2,0.4,0.34615384615384615,0.21428571428571427,0.375
Cry10Aa3,0.4,0.34615384615384615,0.2826086956521739,0.4117647058823529
Cry10Aa4,0.4,0.34615384615384615,0.2826086956521739,0.4117647058823529
Cry11Aa1,0.2463768115942029,0.45454545454545453,0.3,0.35294117647058826
Cry11Aa2,0.4,0.45454545454545453,0.3076923076923077,-10000000.0
Cry11Aa3,0.2463768115942029,0.45454545454545453,0.3,0.35294117647058826
Cry11Aa4,0.2463768115942029,0.45454545454545453,0.3,0.35294117647058826
Cry11Aa5,0.3157894736842105,0.6666666666666666,0.3,0.35294117647058826
Cry11Ba1,0.29411764705882354,0.3181818181818182,0.25806451612903225,0.275
Cry11Bb1,0.3333333333333333,0.2804878048780488,0.26666666666666666,0.45454545454545453
Cry11Bb2,0.3333333333333333,0.28125,0.26666666666666666,0.45454545454545453
Cry12Aa1,-10000000.0,-10000000.0,0.34210526315789475,0.35
Cry13Aa1,0.24242424242424243,0.3157894736842105,0.2564102564102564,0.4166666666666667
Cry13Aa2,0.24242424242424243,0.3157894736842105,0.2564102564102564,0.4166666666666667
Cry14Aa1,0.2727272727272727,0.3333333333333333,0.3055555555555556,0.36363636363636365
Cry14Ab1,0.2727272727272727,0.2894736842105263,0.30303030303030304,0.36666666666666664
Cry16Aa1,0.46153846153846156,0.45454545454545453,0.32098765432098764,0.5
Cry17Aa1,0.3333333333333333,0.3076923076923077,0.3103448275862069,0.3870967741935484
Cry18Aa1,0.375,0.3023255813953488,0.45454545454545453,0.2413793103448276
Cry18Ba1,-10000000.0,0.25,0.39285714285714285,0.23636363636363636
Cry18Ca1,-10000000.0,0.3684210526315789,0.2553191489361702,0.42857142857142855
Cry19Aa1,0.4444444444444444,0.2894736842105263,0.7142857142857143,0.6
Cry19Ba1,0.4117647058823529,0.225,0.26804123711340205,0.6
Cry1Aa1,0.2903225806451613,0.2878787878787879,0.22033898305084745,0.27058823529411763
Cry1Aa10,0.2903225806451613,0.2878787878787879,0.22033898305084745,0.35294117647058826
Cry1Aa11,0.2903225806451613,0.2878787878787879,0.22033898305084745,0.35294117647058826
Cry1Aa12,0.2903225806451613,0.2878787878787879,0.22033898305084745,0.35294117647058826
Cry1Aa13,0.2903225806451613,0.2878787878787879,0.22033898305084745,0.27058823529411763
