,2XH6A,2ZOEA,3WINE,4MJTA
Cry1Aa14,0.2903225806451613,0.2727272727272727,0.22033898305084745,0.35294117647058826
Cry1Aa15,0.2903225806451613,0.2878787878787879,0.22033898305084745,0.35294117647058826
Cry1Aa16,0.2903225806451613,0.2878787878787879,0.22033898305084745,0.35294117647058826
Cry1Aa17,0.2903225806451613,0.2878787878787879,0.22033898305084745,0.35294117647058826
Cry1Aa18,0.35714285714285715,0.3125,0.22033898305084745,0.35294117647058826
Cry1Aa19,0.2903225806451613,0.2878787878787879,0.22033898305084745,0.35294117647058826
Cry1Aa2,0.2903225806451613,0.2878787878787879,0.22033898305084745,0.27058823529411763
Cry1Aa20,0.2903225806451613,0.2878787878787879,0.22033898305084745,0.35294117647058826
Cry1Aa21,0.2903225806451613,0.2878787878787879,0.22033898305084745,0.35294117647058826
Cry1Aa22,0.2903225806451613,0.2878787878787879,0.22033898305084745,0.35294117647058826
Cry1Aa23,0.2903225806451613,0.2878787878787879,0.22033898305084745,0.35294117647058826
Cry1Aa24,0.2903225806451613,0.2878787878787879,0.22033898305084745,0.35294117647058826
Cry1Aa25,0.2903225806451613,0.2878787878787879,0.22033898305084745,0.35294117647058826
Cry1Aa3,0.2903225806451613,0.2878787878787879,0.22033898305084745,0.35294117647058826
Cry1Aa4,0.2903225806451613,0.2878787878787879,0.22033898305084745,0.27058823529411763
Cry1Aa5,0.2903225806451613,0.2878787878787879,0.22033898305084745,0.35294117647058826
Cry1Aa6,0.2903225806451613,0.2916666666666667,0.28,0.35294117647058826
Cry1Aa7,0.35,0.2916666666666667,0.23529411764705882,0.2972972972972973
Cry1Aa8,0.2903225806451613,0.2878787878787879,0.22033898305084745,0.35294117647058826
Cry1Aa9,0.2903225806451613,0.2878787878787879,0.22033898305084745,0.27058823529411763
Cry1Ab1,0.2903225806451613,0.2878787878787879,0.22033898305084745,0.3333333333333333
Cry1Ab10,0.2903225806451613,0.2878787878787879,0.22033898305084745,0.3333333333333333
Cry1Ab11,0.2903225806451613,0.2878787878787879,0.22033898305084745,0.3333333333333333
Cry1Ab12,0.2903225806451613,0.2878787878787879,0.22033898305084745,0.3333333333333333
Cry1Ab13,0.2903225806451613,0.2878787878787879,0.22033898305084745,0.3333333333333333
Cry1Ab14,0.2903225806451613,0.2878787878787879,0.22033898305084745,0.3333333333333333
Cry1Ab15,0.2903225806451613,0.2878787878787879,0.22033898305084745,0.3333333333333333
Cry1Ab16,0.26666666666666666,0.2878787878787879,0.22033898305084745,0.3333333333333333
Cry1Ab17,0.2903225806451613,0.2878787878787879,0.22033898305084745,0.3333333333333333
Cry1Ab18,0.2903225806451613,0.2878787878787879,0.22033898305084745,0.27058823529411763
Cry1Ab19,0.2903225806451613,0.2878787878787879,0.4166666666666667,0.3333333333333333
Cry1Ab2,0.2903225806451613,0.375,0.22033898305084745,0.27058823529411763
Cry1Ab20,0.2903225806451613,0.2878787878787879,0.22033898305084745,0.3333333333333333
Cry1Ab21,0.2903225806451613,0.2878787878787879,0.22033898305084745,0.3333333333333333
Cry1Ab22,0.2903225806451613,0.2878787878787879,0.22033898305084745,0.3333333333333333
Cry1Ab23,0.2903225806451613,0.2878787878787879,0.22033898305084745,0.3333333333333333
Cry1Ab24,0.2903225806451613,0.2878787878787879,0.22033898305084745,0.27058823529411763
Cry1Ab25,0.2903225806451613,0.2878787878787879,0.22033898305084745,0.3333333333333333
Cry1Ab26,0.2903225806451613,0.2631578947368421,0.22033898305084745,0.2564102564102564
Cry1Ab27,0.2903225806451613,0.2878787878787879,0.22033898305084745,0.3333333333333333
Cry1Ab28,0.2903225806451613,0.2878787878787879,0.22033898305084745,0.3333333333333333
Cry1Ab29,0.2903225806451613,0.2878787878787879,0.22033898305084745,0.3333333333333333
Cry1Ab3,0.2903225806451613,0.2878787878787879,0.22033898305084745,0.3333333333333333
