,1DLCA,1I5PA,1W99A,2C9KA,4ARXA,4D8MA,5ZI1A,6OWKA,4ZGHA
Cry8Ma3,0.32676518883415434,0.25,0.3358208955223881,0.3136,0.3243697478991597,0.24380165289256198,0.33506044905008636,0.35276073619631904,0.2564102564102564
Cry8Na1,0.36935483870967745,0.22282608695652173,0.2948717948717949,0.2857142857142857,0.3239202657807309,0.25274725274725274,0.33713355048859933,0.35173501577287064,0.29310344827586204
Cry8Pa1,0.3910149750415973,0.2575107296137339,0.26306306306306304,0.2886435331230284,0.37094017094017095,0.24150943396226415,0.3808724832214765,0.4236453201970443,0.25
Cry8Pa2,0.389351081530782,0.2575107296137339,0.2648648648648649,0.2886435331230284,0.36923076923076925,0.24150943396226415,0.3808724832214765,0.4236453201970443,0.25
Cry8Pa3,0.389351081530782,0.2575107296137339,0.2648648648648649,0.2886435331230284,0.36752136752136755,0.24150943396226415,0.3808724832214765,0.4220032840722496,0.25
Cry8Qa1,0.3705501618122977,0.3118279569892473,0.2859960552268245,0.2725752508361204,0.3487603305785124,0.2949640287769784,0.36212624584717606,0.40746500777604977,0.5714285714285714
Cry8Qa2,0.3705501618122977,0.3118279569892473,0.2859960552268245,0.2725752508361204,0.3487603305785124,0.2949640287769784,0.36212624584717606,0.40746500777604977,0.5714285714285714
Cry8Ra1,0.37898089171974525,0.2594594594594595,0.27256317689530685,0.27102803738317754,0.3929824561403509,0.2217573221757322,0.3333333333333333,0.42946708463949845,0.3333333333333333
Cry8Sa1,0.3637873754152824,0.24789915966386555,0.2996031746031746,0.2792511700468019,0.3538205980066445,0.2290748898678414,0.3338842975206612,0.375,-10000000.0
Cry8Ta1,0.33172302737520126,0.2510822510822511,0.2808219178082192,0.2778625954198473,0.3541666666666667,0.22580645161290322,0.35161290322580646,0.41374045801526715,0.275
Cry9Aa1,0.29373996789727125,0.3564356435643564,0.25257731958762886,0.2633181126331811,0.3026315789473684,0.2557077625570776,0.28422876949740034,0.3216,0.3333333333333333
Cry9Aa2,0.29373996789727125,0.3564356435643564,0.2727272727272727,0.2633181126331811,0.3016393442622951,0.2557077625570776,0.28422876949740034,0.3184,0.3333333333333333
Cry9Aa3,0.29373996789727125,0.3564356435643564,0.2727272727272727,0.2633181126331811,0.3016393442622951,0.2557077625570776,0.28422876949740034,0.3184,0.3333333333333333
Cry9Aa4,0.29373996789727125,0.3564356435643564,0.25476603119584057,0.2633181126331811,0.3026315789473684,0.2602739726027397,0.28422876949740034,0.3232,0.3333333333333333
Cry9Aa5,0.29052969502407705,0.3564356435643564,0.25645438898450945,0.2617960426179604,0.3031301482701812,0.2807017543859649,0.28034188034188035,0.3216,0.3333333333333333
Cry9Ba1,0.36363636363636365,0.248868778280543,0.2801556420233463,0.2744186046511628,0.32059800664451826,0.26993865030674846,0.3211314475873544,0.39351851851851855,0.5384615384615384
Cry9Ba2,0.3602811950790861,0.25142857142857145,0.280561122244489,0.26755852842809363,0.32035398230088497,0.2710843373493976,0.3197879858657244,0.4028021015761821,0.5384615384615384
Cry9Bb1,0.3359872611464968,0.2610619469026549,0.273972602739726,0.2795031055900621,0.31208053691275167,0.25301204819277107,0.3150912106135987,0.3663522012578616,0.4074074074074074
