,1DLCA,1I5PA,1W99A,2C9KA,4ARXA,4D8MA,5ZI1A,6OWKA,4ZGHA
Cry1Aa1,0.35664335664335667,0.26851851851851855,0.2691552062868369,0.2886762360446571,0.7363013698630136,0.2953020134228188,0.28862478777589134,0.4114671163575042,0.3611111111111111
Cry1Aa10,0.3548951048951049,0.26851851851851855,0.26719056974459726,0.28708133971291866,0.7345890410958904,0.2953020134228188,0.2869269949066214,0.41245791245791247,0.3611111111111111
Cry1Aa11,0.35664335664335667,0.26851851851851855,0.2691552062868369,0.2886762360446571,0.738013698630137,0.2953020134228188,0.28862478777589134,0.41414141414141414,0.3611111111111111
Cry1Aa12,0.3583916083916084,0.27314814814814814,0.2691552062868369,0.28708133971291866,0.7397260273972602,0.24550898203592814,0.2903225806451613,0.4158249158249158,0.3611111111111111
Cry1Aa13,0.36013986013986016,0.27314814814814814,0.27111984282907664,0.28548644338118023,0.738013698630137,0.24550898203592814,0.28983050847457625,0.4158249158249158,0.3611111111111111
Cry1Aa14,0.3531468531468531,0.26851851851851855,0.26522593320235754,0.2818471337579618,0.7345890410958904,0.2953020134228188,0.2869269949066214,0.41414141414141414,0.3611111111111111
Cry1Aa15,0.3548951048951049,0.26851851851851855,0.2691552062868369,0.2886762360446571,0.7363013698630136,0.2953020134228188,0.2869269949066214,0.4131534569983137,0.3611111111111111
Cry1Aa16,0.35664335664335667,0.26851851851851855,0.2691552062868369,0.2886762360446571,0.738013698630137,0.2953020134228188,0.28862478777589134,0.41414141414141414,0.3611111111111111
Cry1Aa17,0.35664335664335667,0.26851851851851855,0.2691552062868369,0.2886762360446571,0.738013698630137,0.2953020134228188,0.28862478777589134,0.41414141414141414,0.3611111111111111
Cry1Aa18,0.3565217391304348,0.26851851851851855,0.2691552062868369,0.2886762360446571,0.738013698630137,0.2953020134228188,0.28862478777589134,0.41414141414141414,0.3611111111111111
Cry1Aa19,0.35664335664335667,0.26851851851851855,0.2691552062868369,0.2886762360446571,0.738013698630137,0.2953020134228188,0.28862478777589134,0.41414141414141414,0.3611111111111111
Cry1Aa2,0.36013986013986016,0.27314814814814814,0.27111984282907664,0.28548644338118023,0.738013698630137,0.25,0.28983050847457625,0.4148397976391231,0.3611111111111111
Cry1Aa20,0.3583916083916084,0.27314814814814814,0.2691552062868369,0.28708133971291866,0.7397260273972602,0.24550898203592814,0.2903225806451613,0.4158249158249158,0.3611111111111111
Cry1Aa21,0.3583916083916084,0.27314814814814814,0.2691552062868369,0.2902711323763955,0.7363013698630136,0.24550898203592814,0.2903225806451613,0.4158249158249158,0.3611111111111111
Cry1Aa22,0.3583916083916084,0.27314814814814814,0.2691552062868369,0.28708133971291866,0.7397260273972602,0.24550898203592814,0.2903225806451613,0.4158249158249158,0.3611111111111111
Cry1Aa23,0.35664335664335667,0.26851851851851855,0.2691552062868369,0.2886762360446571,0.738013698630137,0.2953020134228188,0.28862478777589134,0.41414141414141414,0.3611111111111111
Cry1Aa24,0.35664335664335667,0.2638888888888889,0.26522593320235754,0.28548644338118023,0.7345890410958904,0.2953020134228188,0.28862478777589134,0.4114671163575042,0.3611111111111111
Cry1Aa25,0.3583916083916084,0.27314814814814814,0.2691552062868369,0.28708133971291866,0.7397260273972602,0.24550898203592814,0.2903225806451613,0.4158249158249158,0.3611111111111111
Cry1Aa3,0.3583916083916084,0.27314814814814814,0.2691552062868369,0.28708133971291866,0.7397260273972602,0.24550898203592814,0.2903225806451613,0.4158249158249158,0.3611111111111111
Cry1Aa4,0.35664335664335667,0.26851851851851855,0.2691552062868369,0.2886762360446571,0.7363013698630136,0.2953020134228188,0.28862478777589134,0.4114671163575042,0.3611111111111111
Cry1Aa5,0.35664335664335667,0.26851851851851855,0.2691552062868369,0.2886762360446571,0.738013698630137,0.2953020134228188,0.28862478777589134,0.41414141414141414,0.3611111111111111
Cry1Aa6,0.36203866432337434,0.26851851851851855,0.2691552062868369,0.2873015873015873,0.738013698630137,0.29333333333333333,0.28862478777589134,0.4131534569983137,0.3611111111111111
Cry1Aa7,0.34965034965034963,0.26851851851851855,0.26522593320235754,0.2812006319115324,0.7226027397260274,0.2543859649122807,0.2777777777777778,0.3996627318718381,0.42857142857142855
Cry1Aa8,0.35664335664335667,0.26851851851851855,0.2691552062868369,0.2886762360446571,0.738013698630137,0.2953020134228188,0.28862478777589134,0.41414141414141414,0.3611111111111111
Cry1Aa9,0.36013986013986016,0.27314814814814814,0.27111984282907664,0.28548644338118023,0.738013698630137,0.24550898203592814,0.28983050847457625,0.4158249158249158,0.3611111111111111
Cry1Ab1,0.35776614310645727,0.26976744186046514,0.27920792079207923,0.27856025039123633,0.8367697594501718,0.24550898203592814,0.30303030303030304,0.4073455759599332,0.4166666666666667
Cry1Ab10,0.35776614310645727,0.26976744186046514,0.27920792079207923,0.27856025039123633,0.8367697594501718,0.24550898203592814,0.30303030303030304,0.4073455759599332,0.4166666666666667
Cry1Ab11,0.3583916083916084,0.26976744186046514,0.27920792079207923,0.28056426332288403,0.8367697594501718,0.24550898203592814,0.30354131534569984,0.4073455759599332,0.4117647058823529
Cry1Ab12,0.35776614310645727,0.26976744186046514,0.27920792079207923,0.27856025039123633,0.8367697594501718,0.24550898203592814,0.30303030303030304,0.4073455759599332,0.4166666666666667
Cry1Ab13,0.35776614310645727,0.26976744186046514,0.27920792079207923,0.27856025039123633,0.8367697594501718,0.24550898203592814,0.30303030303030304,0.4073455759599332,0.4166666666666667
